44,"#VaccinationUpdate  

💉 In a massive country-wide exercise, another Mock Drill on COVID19 Vaccine administration to be conducted in all States &amp; UTs on January 8, 2021

💉 Around 1.7 lakh vaccinators &amp; 3 lakh vaccination team members trained in vaccine administration

@PMOIndia https://t.co/mdIuFVL0yS",0,,,,,
45,RT @LeechCaroline: Every NHS worker in the U.K...... https://t.co/1PZug4ni9D,0,,,,,
46,"#Leavingcert2021 students should not be forced to school three days a week, when they, their teachers, and their families don't feel safe and #Covid19 is spiralling out of control.

The health of students, teachers, families, and stopping the virus are more than the #leavingcert https://t.co/5d7cPRESUS",0,,,,,
47,"#NSTworld  #Japan's Prime Minister #YoshihideSuga declared a month-long state of #emergency in #Tokyo and nearby areas on Thursday as #coronavirus cases hit a new record in the capital.

https://t.co/ERZ0J9SU9s

#covid19",0,,,,,
48,"RT @Sophiealyahya: Another wave. To business owners, brace yourselves.. 😢",0,,,,,
49,"Like all viruses, as it has circulated, the #COVID19 virus has changed over time. I do understand the concern around the possible impact of the SARS CoV-2 Variant of Concern (VOC). 22 countries in the WHO European region have detected this new variant. @hans_kluge",0,,,,,
50,"AN OPEN LETTER TO PM-8

* Beyond 'lockdowns', Pls form the COVID19 Task Force of 'Subject-Matter Experts' Urgently, as to Steer the nation out of this 3rd-Wave Disaster

Its Oversight role is to ensure these 10 Critical Actions implemented &amp; review-audit Health-Economics lmpact. https://t.co/yxrY2Pllzn",0,,,,,
51,"@Sambhav43497359 @hbtualumni @myogiadityanath @narendramodi @myogioffice Why our college is conducting offline exam in such a pandemic situation where there is a high risk of Corona infection
#hbtu #online_exam #hbtu_demands_online_exam 
@hbtualumni
 
@myogiadityanath

@narendramodi
 
@myogioffice

Please consider our request",0,,,,,
52,RT @mijatira: and its just the first week of 2021........the whole year is cancelled,0,,,,,
53,Im scared🥲,0,,,,,
54,"⚠️CRUSH VIRUS NOW OR ELSE WE ARE SCREWED: Denmark’s CDC thinks new B117 #SARSCoV2 variant is so much more contagious (R +0.4 to +0.7) &amp; inevitable that **if any country does not crush the R&lt;0.7 now**, we will be completely #COVID19 screwed by Feb/March.🧵
 https://t.co/CG1iZNx6uI https://t.co/W7v1iAsgw3",0,,,,,
55,"AN OPEN LETTER TO PM-8

* Beyond 'lockdowns', Pls form the COVID19 Task Force of 'Subject-Matter Experts' Urgently, as to Steer the nation out of this 3rd-Wave Disaster

Its Oversight role is to ensure these 10 Critical Actions implemented &amp; review-audit Health-Economics lmpact. https://t.co/yxrY2Pllzn",0,,,,,
56,"harihari highest cases, i should be getting ready for odl 3.0 then 💀",0,,,,,
57,"Due to #COVID19 aka #Coronavirus I will be sending the first 900 people to like &amp; retweet this $1,500-$6,000 through CashApp,Applepay and PayPal drop all tags in My DM ! ) 🥳❤️ 
#CashAppWisdom #Cashappblessing #sugardaddy",0,,,,,
58,Hello what happened. 😭😭,0,,,,,
59,"RT @GEMPAK_KGS: 3,027? Sobs.....
#GEMPAK #LK39 #COVID19 #WashYourHands #WearAMask https://t.co/1okrP2Il8X",0,,,,,
60,"Tihadi @sudhirchaudhary Kaha Chupa Hai Bey?

One hate monger done, Feku will as well &amp; exit will be worst then Trump. 

Modi &amp; Trump #Bhakts two sides of the same coin full of hate &amp; divisive agenda.

Shameless selfie👇during Delhi Pogrom &amp; celebrating Namaste Corona Festival. https://t.co/VVDydN0TSg",0,,,,,
61,I know a lot is happening today but please listen to @DrTedros’s words ⬇️ and take steps to protect yourselves and your loved ones and support equitable access to #COVID19 vaccines. Thank you.,0,,,,,
62,"This variant is ‘of concern’ as it has increased transmissibility. So far, we understand there is no significant change to the disease this variant produces, meaning the #COVID19 is not more, nor less, severe. @hans_kluge",0,,,,,
63,"Zee News, News18 UP, ABP Ganga, and TV9 Bharatvarsh reported that @TIME had “praised Yogi Adityanath government's work on corona control”.

Turns out, the 'report' they used was an ad paid for by the UP Govt.

https://t.co/W9VwIZ851x",0,,,,,
64,"Prioritise COVID-19 vaccines for first responders (police, fire, ambulance) once the most vulnerable have received theirs first responders should be vaccinated along side NHS workers

PLEASE SHARE 
Sign the petition:
https://t.co/eE8MOzVyul

#vaccine #covid19 @BorisJohnson",0,,,,,
65,Why should I measure success in a pandemic by the number of hospitalisation and deaths when I can use the feeling of national pride to as a metric? #COVID19 #Covid19UK #vaccination #Littlebritain,0,,,,,
66,"England Child Covid Cases (6th Jan)

0-9          103,374    a rise of  2,344
10-14        98,670    a rise of  1,789

#coronavirus #COVID19 #SARSCoV2",0,,,,,
67,"FREE #COVID19 Respiratory Therapy Update Session 

Saturday 9th January 09:00 - 16:30

For Newly Qualified Physios/ Students or ANYONE that would like a ICU/Respiratory refresher

@WeAHPs @ARNS_UK @BACCNUK @ARTP_News @BTSrespiratory @ICS_updates @TheACPRC

https://t.co/vkVX6CPGT6",0,,,,,
68,"#hbtu #online_exam #hbtu_demands_online_exam 
@hbtualumni @myogiadityanath
@narendramodi @myogioffice
Please consider our request",0,,,,,
69,"#HappyAnniversary to you and Gry, Erik. Though the circumstances may be difficult, a blessing to be able to share this day together. Wishing you both a speedy recovery. -Sg @ErikSolheim https://t.co/tGvcD1cQkB",0,,,,,
70,"Not everyone with #coronavirus shows symptoms. To help stop the spread of #COVID19, keep:
🤲🧼💧 Washing your hands 
😷 Covering your face
🧍↔️🧍 Making space
#HandsFaceSpace 
For more guidance, visit: https://t.co/lSQzEVXk5Z https://t.co/ly8Y4l4gPM",0,,,,,
71,"Dr David Lowe, @NHSGGC outlines a #digital #data collection tool for #COVID19 assessment - watch: https://t.co/ylfvIhcjZR. https://t.co/Zs3v5homtr",0,,,,,
72,The deployment of #COVID19 vaccine in few countries in the WHO European Region has set the ground of using “vaccine” as one of the tools to contain the ongoing pandemic. There have been reports of varied but promising roll-out of #COVID19 vaccine in the region. @hans_kluge,0,,,,,
73,"Dear @MayorOfLA @LACityCouncil @LACountyBOS,

Please help our City &amp; County. Today set a record for the highest number of deaths in 1 day in LA County. If we continue at this rate, someone will die every 5 minutes &amp; 30 seconds from #COVID19. Cancel rent, close the malls, do more! https://t.co/iU69NyJSSf",0,,,,,
74,"Can all workers really #reskill themselves or are some workers more advantaged than others? This was the question we asked when #Covid_19 began to wreak havoc on the economy last year.

#skills #reskilling #upskilling #reskill #upskill #COVID19 #malaysia #workers #economy https://t.co/j71ozRv53h",0,,,,,
75,What are they say.....? This vaccine is what???????????????what? https://t.co/0ucurSyI0j,0,,,,,
76,PKP back please. for this time. please,0,,,,,
77,"Chalo, someone thought about this...my support",0,,,,,
78,"A PIL is filed in Delhi HC seeking to remove megastar Amitabh Bachchan's voice from the caller tune on precautions against coronavirus. Here's why.

#Delhi #DelhiHC #Coronavirus #Covid19 #AmitabhBachchan
https://t.co/slT3pf4BTa",0,,,,,
79,"Yes, please join me, @BJavorcik @BrankoMilan @DeatonAngus &amp; @ebrdcharles on the 20th.

Promoting equality of opportunity for all, especially women and young people, is one of @ebrd's main strategic themes over the next few years. https://t.co/GoySt75zCO",0,,,,,
80,"It says a lot about Irish politicians and Irish media when they are far more outraged by the relatively peaceful, though clearly unlawful and inappropriate conduct of some of the protestors in  DC than they are about the #covid19 Lockdown No 3 in their own country. https://t.co/BAKXa4Dm3p",0,,,,,
81,🦠 Three more cases of #COVID19 have been confirmed in the @ManCity camp https://t.co/q4X2HxwTuf #PremierLeague,0,,,,,
82,"Data show that 📺 and 📻 broadcasts have the potential to reach a majority of the world’s children, especially the most vulnerable.

Broadcast media can be the core element to the alternative delivery of education during the #COVID19 crisis.

Read more 👉 https://t.co/vwMMd14Nw7",0,,,,,
83,"Survey: 3/4 of UK businesses turning to #sustainability to bounce back from #Covid19. #IETP is here to help toy &amp; entertainment businesses achieve #SupplyChain Sustainability - increase transparency, tackle disruption, &amp; create positive social impacts - https://t.co/Gk0xZMX7UO https://t.co/g2XjlTJf8Z",0,,,,,
84,I got my second dose of the #COVID19 vaccine today and now I’m feeling some arm soreness and a massive disgust of seditious elected officials.,0,,,,,
85,#MaskedHereos provides workshops for #CHWs to develop strategies to prioritize their mental health while supporting their patients' wellbeing during the #COVID19 pandemic. Hear from Vusumuzi's story from South Africa: https://t.co/DO8v6ytxmV,0,,,,,
86,"AN OPEN LETTER TO PM-8

* Beyond 'lockdowns', Pls form the COVID19 Task Force of 'Subject-Matter Experts' Urgently, as to Steer the nation out of this 3rd-Wave Disaster

Its Oversight role is to ensure these 10 Critical Actions implemented &amp; review-audit Health-Economics lmpact. https://t.co/yxrY2Pllzn",0,,,,,
87,"The current COVID-19 surge is seriously challenging our public hospitals. Now more than ever before, we need to listen to the advice of NPHET and our public health experts. Stay at home. Wash your hands. Reduce your social contacts. #COVID19 
https://t.co/59yggzwong",0,,,,,
88,"📍Total #COVID19 Cases in India (as on January 07, 2021)

▶️96.36% Cured/Discharged/Migrated (1,00,16,859)
▶️2.19% Active cases (2,28,083)
▶️1.45% Deaths (1,50,336)

Total COVID-19 confirmed cases = Cured/Discharged/Migrated+Active cases+Deaths https://t.co/6dc2kziGP0 https://t.co/ZeLdlMbZ5N",0,,,,,
89,noice,0,,,,,
90,Hear from UXDX's @roryuxdx about building &amp; managing a conference/community product during unprecedented times on the latest @ProductBakery20 episode! #ProductManagement #Covid19 #EventsIndustry,0,,,,,
91,This Covid19 Vaccine should be a lesson to all Africans. You must produce what you eat and your own medication. Now you are left with no choice but to take vaccine from your enemies. It's either you die or buy vaccine from the enemy. Where are your rich prophets and pastors?,0,,,,,
92,"Hearing from @PaulWhiteman6 now - starting with the government's latest #exams2021 planning failure and 'disgraceful' threatening language over remote learning

👉https://t.co/EgXSY8TDpg

#homeschooling #COVID19 https://t.co/TKMXLjuxCc",0,,,,,
93,"@KaitafiS More like till the point a #MinisterialDirective put them in the front-line of #COVID19 

In view of their situation &amp; the NEW hazard they now face, is it JUST that they should be made to endanger their lives &amp; that of their children &amp; spouses ?

Do they NOT matter, brotherly ?",0,,,,,
94,"While the fans of #ThalaAjith are eagerly awaiting any sort of updates from the producer of #Valimai, reports are that #Ajith has sent a strict message to the 'makers to not release the film until the #COVID19 pandemic comes under control.

https://t.co/mxQabDtfAq",0,,,,,
95,@SSMusicTweet @actorvijay @VijaySethuOffl missing to see in theater..........can't go with family because of corona..... will watch it in OTT platform.,0,,,,,
96,"1/7 - “The UK, Ireland, Germany, Denmark and some northern Italian regions have all ordered schools to shut for several weeks to try to contain #COVID19 infections, in some cases on the back of extended Christmas holidays.”
https://t.co/dcHArridqm",0,,,,,
97,Are you okay Johor???,0,,,,,
98,"A PIL is filed in Delhi HC seeking to remove megastar Amitabh Bachchan's voice from the caller tune on precautions against coronavirus. Here's why.

#Delhi #DelhiHC #Coronavirus #Covid19 #AmitabhBachchan
https://t.co/slT3pf4BTa",0,,,,,
99,"Heard someone filed a PIL in removing of A. Bachchan's voice from Corona Tune.
""Jinki Hasiyat Dusre ke khairat pe tiki ho wo Aukat ki baat na karen"",
Dhanyawad.
@nilotpalm3 @republic
#DishaSSRJusticePending",0,,,,,
100,"AN OPEN LETTER TO PM-8

* Beyond 'lockdowns', Pls form the COVID19 Task Force of 'Subject-Matter Experts' Urgently, as to Steer the nation out of this 3rd-Wave Disaster

Its Oversight role is to ensure these 10 Critical Actions implemented &amp; review-audit Health-Economics lmpact. https://t.co/yxrY2Pllzn",0,,,,,
101,"We've entered a new phase of the #COVID19 pandemic, where solidarity is needed like never before. We’re in a race to prevent infections, bring cases down, protect health systems &amp; save lives while rolling out highly effective &amp; safe vaccines to high-risk populations. #ACTogether https://t.co/kq5VRGyead",0,,,,,
102,From tomorrow all foreign arrivals flying into Seoul will need to have a negative PCR test taken 72 hours before travel. This is new. Previously only needed a medical certificate showing you had no COVID19 symptoms.,0,,,,,
103,New poem: 'BEHIND EVERY NUMBER' (+ bonus poem on my blog) https://t.co/TndhNjdC0q #COVID19 #lockdown https://t.co/LgUkhWBJih,0,,,,,
104,"Immediately America settles the dust of elections and Biden is potus, corona will come to an end. Mark this.",0,,,,,
105,welcomeee 3k,0,,,,,
106,"In every Indian state, corona cases have reduced

But it hasn't reduced in Communists ruined Kerala

So Modi Govt has rushed a high-level team to Kerala

Once situation comes under control, Commies will abuse PM Modi &amp; thank UAE for its imaginary help

That is Kerala Model",0,,,,,
107,RT @advocatemahere: 50 School Heads Test Covid19 Positive. https://t.co/pchAjhktxO,0,,,,,
108,PCR test :This year's PCR came from viral malware and dead viruses.  The virus-sensitive person and the infected person should be managed separately.  80% are responders and no one is infected.  Select Corona Malware. #prc検査,0,,,,,
109,or just cut from the salary of your commissioners and lawmakers,0,,,,,
110,"Always dread that awkward kiss from distant relatives? You can thank #COVID19. No more kissing and hugging while we’re in the midst of this pandemic. A fist pump, elbow greeting or a wave is the new way of saying hi. Keep yourself and your loved ones safe . #TisTheSeasonToBeSafe https://t.co/XJoGMgXKLM",0,,,,,
111,At @TheBMA we are hearing more concerns from doctors about PPE and whether the correct types are available when working with unwell patients in this #COVID19 pandemic. We are looking at this ASAP and I wanted to let colleagues know we are addressing this at the highest level,0,,,,,
112,Corona u own nathing in ug can u go because ug z in struggle,0,,,,,
113,Collaborating in response to #COVID19 - find out more about @CochraneLibrary editorial and methods initiatives in this series of inspiring and informative snapshots from 2020: https://t.co/VLNyqP4No2 https://t.co/m4Hm1Zfi6p,0,,,,,
114,"RT @Gurdeep15087618: Farmers Protest must be stopped.

It should be postponed in view of the new corona infection.

🙏🇮🇳",0,,,,,
115,"RT @AdDien90: All: 2021 gonna be better than 2020.

1st week of 2021:",0,,,,,
116,"We've reached a sad milestone that nobody wanted to happen.We've now 1,022 patients very sick in hospital with #COVID19 &amp; 88 in ICU. It concerns me relaying this. But I do know we will get through a tough time ahead, with your help. At the other side, it will be better. @HSELive",0,,,,,
117,So school...... 😢,0,,,,,
118,"Corona, God punish your papa! 😔",0,,,,,
119,"RT @JCTheResistance: While the terrorists were storming the capitol today, 4,100 people died of #COVID19",0,,,,,
120,"AN OPEN LETTER TO PM-8

* Beyond 'lockdowns', Pls form the COVID19 Task Force of 'Subject-Matter Experts' Urgently, as to Steer the nation out of this 3rd-Wave Disaster

Its Oversight role is to ensure these 10 Critical Actions implemented &amp; review-audit Health-Economics lmpact. https://t.co/yxrY2Pllzn",0,,,,,
121,"#Iran: The People’s Mojahedin Organization of Iran (PMOI/#MEK) announced on Tuesday, January 5, 2021, that the #Coronavirus death toll in 478 cities across Iran had surpassed 197,400. #COVID19 
 https://t.co/eQq8CnuMAs https://t.co/j7OwpsAZc3",0,,,,,
122,What?! Ffs can the number go down and not up I need to go back~~~,0,,,,,
123,bruhhh,0,,,,,
124,"How could #COVID19 hinder progress with #LearningPoverty? In the most pessimistic scenario, #COVID19 -related school closures could increase #LearningPoverty rate in the low- and middle-income countries by 10 percentage points, from 53% to 63%. https://t.co/dNeqeDb28J",0,,,,,
125,"It comes to something when Brexit is now the small ‘feel good’ story at the end of the news. 
#Trump 
#COVID19 https://t.co/BlLYK1QTNd",0,,,,,
126,"RT @GEMPAK_KGS: 3,027? Sobs.....
#GEMPAK #LK39 #COVID19 #WashYourHands #WearAMask https://t.co/1okrP2Il8X",0,,,,,
127,Check out my Gig on Fiverr: design and develop modern website with latest technologies https://t.co/yNYe6NlboK #AUSvIND #COVID19 #Capitol #charliecharliechallenge #FadliZonDoyanBokep #insurrection #Trump #whiteprivilege #WashingtonDC #zugacoin,0,,,,,
128,"It’s the basic measures, with which we are all familiar, that need to be intensified to bring down transmission, lift the strain on our #COVID19 wards, and save lives. @hans_kluge",0,,,,,
129,"130070 total confirmed cases of #COVID19 in the Sultanate, and 1505 total deaths : MOH
@muscat_daily",0,,,,,
130,And me was like.. “I’m choked!!” 💆🏻‍♂️ 3k kot!! Malaysia nie nak lawan US ker ape kome hoiii!!,0,,,,,
131,as if corona virus is not tragic enough,0,,,,,
132,Coronavirus updates: California proposes $600 state stimulus checks; Mexico reports record surge in COVID-19 cases; US deaths top 360K https://t.co/012gh3AZyP   https://t.co/ZvT5wTYour #news #coronavirus #Newsmax #morning,0,,,,,
133,"Announcing successful completion of volunteer enrolment for Phase-3 Clinical trials of COVAXINᵀᴹ.

#BharatBiotech #COVAXIN #clinicaltrials #Covid19 #CovidVaccine #phase3",0,,,,,
134,announce the pkp already smh,0,,,,,
135,‼️‼️‼️‼️🆘I would highly recommend reading this thread. The new variant will be worldwide in 6-8 weeks and it was exactly a year ago that we thought people saying Covid-19 was coming were overreacting 😱,0,,,,,
136,"CoViD19-ΛFЯICΛ: OpenData #MadeInAfrica 

🔴 Confirmed: 2 914 589 (+ 35637)
🟠 Actives: 447 430 (+ 17300)
⚫️ Deaths: 69 865 (+ 1108)
🔵 Recoveries: 2 395 426 (+ 17229)

Update: Jan 7, 2021 - 10:15 am

https://t.co/lixgsEzpT4 #AfricaCovid19 #AfricaResponds #COVID19 https://t.co/EF7b44MJNx",0,,,,,
137,"Factories - open
Garden Centres - open
Car Showrooms - open
Amazon Warehouses - open
Airports - open

School - CLOSED

Last to close and first to open?",0,,,,,
138,"The Department of Health rows back on a declaration from a top health official that shielding is to resume in Northern Ireland #COVID19 

https://t.co/lHCgxNF15B https://t.co/lNg7CG09rU",0,,,,,
139,"@recovringlawyer Hi Elizabeth, you can find latest information at https://t.co/2MZ0CdlI2F",0,,,,,
140,"While the fans of #ThalaAjith are eagerly awaiting any sort of updates from the producer of #Valimai, reports are that #Ajith has sent a strict message to the 'makers to not release the film until the #COVID19 pandemic comes under control.

https://t.co/mxQabDtfAq",0,,,,,
141,"#IndiaSymbolOfShame

At a time when the world was fighting the corona epidemic, India was killing innocent people especially youth in Kashmir.
Girls are raped !

@TeamPakistans 
@OIC_OCI 
@UN 
@unwomenindia https://t.co/FJypNqVYSP",0,,,,,
142,"Rates of #COVID19 cases remain high across the United States. As cases go up, stay vigilant and practice healthy habits to help slow the spread:
🚫 Avoid gatherings.
😷 Wear a mask.
↔️ Stay 6 feet away from others.
🖐️ Wash your hands. 
More: https://t.co/gp6X4zBMdj. https://t.co/XyLlqo1ljY",0,,,,,
143,"RT @HausofHilton: Difference between corona, flu and cold https://t.co/3o17SA3wLq",0,,,,,
144,"@Fmohnigeria @NigeriaGov You are asking the public to wear mask, but you are adamant of airports where he whole corona shit  is coming from. Nigerian airports are just so fucking porous. Go there and do something about it. Stop coming here to tell ppl to wear mask.",0,,,,,
145,"""Many people have lost their income sources due to #COVID19 in #SriLanka, leading to serious problems for their families. #Lockdown restrictions have prevented #volunteer work at time when social support of all kinds is critically needed."" https://t.co/gNATZFXbQS @UNVAsiaPacific",0,,,,,
146,"It is too easy to fool the public. The government know 'covid' is not the plague they claim it is. They just needed to create the ILLUSION that there was a deadly bug so that the general public would panic.  People actually trust their government and that's the problem.
#Covid19",0,,,,,
147,We now have the highest number (188 984) of active #Covid19SA cases (cumulative cases minus recoveries and deaths) since the onset of the pandemic. Our daily new cases have passed the 20 000 mark - there’s increasing evidence that our new #SARS-CoV-2 variant is more infectious.,0,,,,,
148,RT @zvg017n: we should get #robdeathsentence trending.. @GovRonDeSantis #COVID19  #florida #RINOS,0,,,,,
149,Idk why so many ppl blow her tweet out of proportion. She correlated a medical condition to its risk factor to spread awareness on the said matter. And that was done based on her experience as a medical expert.,0,,,,,
150,"I am sorry KKM but this tweet infuriates me. The case has been heightened for a while now tapi masih mengkaji strategy baru?

There’s a lot of best practices from other countries (ie NZ), why can’t we adopt it? It has been a year since the pandemic kot.",0,,,,,
151,"Were you or your loved ones affected by 'Do Not Resuscitate' orders during #COVID19? Talk to us about it for a survey commissioned by @CareQualityComm 
Visit our website to know the eligibility criteria - 
https://t.co/DozJ3xRNrB

#DNR #DNACPR #HaveYourSay @HealthwatchE https://t.co/4N4yUSGHo6",0,,,,,
152,"FREE #COVID19 Respiratory Therapy Update Session 

Saturday 9th January 09:00 - 16:30

For Newly Qualified Physios/ Students or ANYONE that would like a ICU/Respiratory refresher

@WeAHPs @ARNS_UK @BACCNUK @ARTP_News @BTSrespiratory @ICS_updates @TheACPRC

https://t.co/vkVX6CPGT6",0,,,,,
153,"Points to note:
📢 Leaving Cert students are not immune to Covid19 
📢 These students have missed a substantial amount of 5th year, bringing them back in Jan will NOT remedy that
📢 It is the system that’s failing the students not the students failing the system!
#leavingcert2021",0,,,,,
