,0
190,"Here’s the math: If the goal is to reach 80% of Americans vaccinated with a 2-dose #covid19 vaccine, it will take 10 years at our current pace. We are at 1 million vaccinations a week. To get to herd immunity by June 2021, we need to be at 3.5 million vaccinations a day. https://t.co/E78e0xg10z"
191,"Man gets told he tested positive for #Covid19, despite having never been tested. 

Just one, out of thousands of such instances.

Pls Rt https://t.co/geb1gxjChu"
192,oh man
193,"For #Florida #COVID19 data today...

+12,075 cases (1.29 million total)
+105 deaths reported (21,718 total)
-17,117 vaccinated (146,160 total).

New ppl tested pos. at 26.9%
Total % pos. at 26.3%
""Fake"" % pos. at 22%!

Hospitalizations jumped to 6,300 today.
Data oddities abound."
194,"Today in the UK there was a record 53,000+ new Covid cases. There are now more people hospitalized than at the peak of the first wave.

You people still criticizing Dan Andrews - you are selfish, ungrateful crapbags. You don't deserve what you have.
#COVID19"
195,Terrible news. He just got elected in a runoff.
196,#EvictMitch from #SenateMajorityLeader #VoteOssoffandWarnock4SenateToFireMitch #Georgia #GeneralStrike #mitchbetterhavemymoney #COVID19 #StimulusBill #StimulusChecksOrStrike #NeverForget #GOPhatesAmericans #GOPSeditiousTraitors #Resist #FBR #MoscowMitch #StimulusBill #EatTheRich https://t.co/8UcsAUllQJ
197,COVID-19 CORONAVIRUS DISEASE EPIDEMIC IN THE USA / APPROVAL OF MODERNA's VACCINE AGAINST THE SARS-CoV-2 CORONAVIRUS THAT CAUSES COVID-19:
198,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
199,Please #gofundme #COVID19 https://t.co/lLylvTxIJv
200,"In settings with poor ventilation, #COVID19 is likely to remain in the air longer, making it more likely to enter the eyes, nose and mouth. If you’re hosting guests inside, open windows &amp; doors to lower the risk of transmission. More #COVIDSafe advice: https://t.co/aAwpKAoZRc https://t.co/bhByMl5Der"
201,"RT @sallyKP: VAERS reports are coming in now on #CovidVaccine ⬇️

https://t.co/ZGeQhHYSks"
202,"Dear @BTS_twt Tae, Happy 25th Birthday!
Thank you for opening up about your experience with burnout &amp; depression via ‘Blue &amp; Grey’ &amp; for thanking white angels, #healthworkers, who have been working hard &amp; fighting #COVID19 - with ‘Snow Flower’.

#HappyBirthdayTaehyung https://t.co/M8KxTqWmzF"
203,"RT @MzmeriABCA: Screening consists of:

Hey you got Covid?
Nope
Okay well have a good day."
204,Trump’s goal - and that of the people he appointed and those that they hired directly - was to make government dysfunctional. To impede its effectiveness. Nothing makes that more obvious than all things COVID19.
205,"Due to COVID19 I’ll be blessing the first 450 people to like &amp; retweet this $500 - $3500 through CashApp, Venmo , Apple Pay and Zelle💖 https://t.co/FRRoRgubaO"
206,"BREAKING: Louisiana Congressman-elect Luke Letlow (@LukeLetlow) has died from complications related to #COVID19. 
He was 41 years old.
Letlow recently won an election to replace @RepAbraham, who he worked for as Chief Of Staff. 
More soon @wdsu"
207,@kittbutt I miss you too! I've been hiding from people because of corona. I'm sure I'll see you soon ❤️
208,Wow! RIP
209,"Use of Remdesivir in patients with #COVID19 on hemodialysis: a study of safety and tolerance ca. 2020 from @KIReports #Nephpearls #NephJC #CoronaKidney 
👉🏼 https://t.co/IvGSExJXYn https://t.co/dcj1Wj7vT0"
210,"RT @WilDeji: My 21 years old cousin died in Abuja this morning. Covid19.

Stay sharp folks. This shit is real."
211,#EvictMitch from #SenateMajorityLeader #VoteOssoffandWarnock4SenateToFireMitch #Georgia #GeneralStrike #mitchbetterhavemymoney #COVID19 #StimulusBill #StimulusChecksOrStrike #NeverForget #GOPhatesAmericans #GOPSeditiousTraitors #Resist #FBR #MoscowMitch #StimulusBill #EatTheRich https://t.co/8UcsAUllQJ
212,"Due to COVID19 I’ll be blessing the first 450 people to like &amp; retweet this $500 - $3500 through CashApp, Venmo , Apple Pay and Zelle💖 https://t.co/FRRoRgubaO"
213,#رابح2021 #공방쉽니다_슈아사장님_생일이라서요 #Happy_JOSHUA_Day  #stimulus #chministries #COVID19 #COVIDIOT #lockdown #BidenCheated2020 @senatemajldr @LindseyGrahamSC @ChuckGrassley @DanCrenshawTX you all ok with his lack of Mental awareness? Or are you part Deep state @GOP
214,"RT @BooDestini: Due to COVID19 I’ll be blessing the first 450 people to like &amp; retweet this $500 - $1500 through CashApp, Venmo , Apple Pay…"
215,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
216,"As the year comes to an end, this is a tribute to all grandparents helping children feel loved and safe during the #COVID19 pandemic. https://t.co/0eZVgcnKuv"
217,"Dear @BTS_twt Tae, Happy 25th Birthday!
Thank you for opening up about your experience with burnout &amp; depression via ‘Blue &amp; Grey’ &amp; for thanking white angels, #healthworkers, who have been working hard &amp; fighting #COVID19 - with ‘Snow Flower’.

#HappyBirthdayTaehyung https://t.co/M8KxTqWmzF"
218,"News outlets are reporting that a nurse has tested positive for COVID19 after receiving the vaccine. 

This is not unexpected. Why not?

- Optimal immunity will be achieved 5-6 weeks AFTER first dose.

- You need 2 doses of the vaccine."
219,9 meses...
220,"@XpressHyderabad @xpresstn @Sinduj11 #TNIEeditorial | What is known of the new #CoronavirusStrain so far is that it is more transmissible than the original virus but there is no evidence yet that it causes a more intense illness or leads to a higher fatality rate.
#COVID19 
@gsvasu_TNIE 
https://t.co/9BjTDR2OtO"
221,Reopen indoor dining
222,RT @tracybeanz: This will NEVER END. The only way this ends is if the people take back their power. Start being free. https://t.co/YQX4nxB8…
223,"#OnThisDay in 2019, the first emergency official messages about ""pneumonia of unknown cause"" was issued for hospitals in Wuhan, China. It was publicly announced the next day. 

The outbreak eventually became the #COVID19 Pandemic. 

Image and info source: https://t.co/4dUfiJek3k https://t.co/jjjsbOCAd4"
224,"Wake Up! #WeThePeople Got The Power! The Government Works For Us! The Giant Corporations &amp; #BigTech Can Not Work Without Us! It’s Not About #COVID19! It’s All About Control Over #WeThePeople! Stand Up &amp; Fight Before Our Freedom Is Lost Forever! 
https://t.co/PflvTdbHLk"
225,"@realDonaldTrump Were you repeatedly dropped on your head as a child? Biden is one of the reasons the Swine Flu didn't become a pandemic, which is more than anyone can say for your handling of #COVID19. 🙄🤦‍♂️"
226,"#COVID19 first appeared in @nytimes on January 19 in January, says @cabara, a former copy chief at the #NYT. ""Now people will say ""The COVID.""'

""Black is now capitalized. It's long overdue,"" says @jonathan10003.

Join us! 
The last 2020 episode of #SreeShare. #259!🔥
#2020 https://t.co/sdeKD8lTrn"
227,@_ladder_MD @CNN I was covid positive 2 months ago. Ain’t positive anymore. Got those whatchamacallit antibodies or whatever. No corona here anymore.
228,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
229,"BREAKING: First known case of UK #covid19 variant has been found in the U.S., in Colorado. Male in his 20s with no  travel history. 

This was always expected, since this variant was identified in late September &amp; there has been a lot of travel since then--just not much testing."
230,RT @DrEricDing: 2) LA county had warned about this likelihood last week and begin preparing LA hospitals for this. It has now begun. https:…
231,"Dear @BTS_twt Tae, Happy 25th Birthday!
Thank you for opening up about your experience with burnout &amp; depression via ‘Blue &amp; Grey’ &amp; for thanking white angels, #healthworkers, who have been working hard &amp; fighting #COVID19 - with ‘Snow Flower’.

#HappyBirthdayTaehyung https://t.co/M8KxTqWmzF"
232,@DrTedros @Ruchiya0 @BTS_twt Thank you sir  for wishing birthday to v 💜💜💜 let's win this corona
233,Fighting #COVID19 in Israel: the vaccination campaign is in full swing. Half a million Israelis have already received the first vaccination dose. https://t.co/nq533P8fnE
234,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
235,"It’s a national emergency requiring a national response. States are overwhelmed by #COVID19 they don’t have the capacity to disperse the vaccine efficiently. We’re all Americans @realDonaldTrump Get off your copious ass &amp; help save lives. You’re going to prison, traitor."
236,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
237,"Due to COVID19 I’ll be blessing the first 450 people to like &amp; retweet this $500 - $3500 through CashApp, Venmo , Apple Pay and Zelle💖 https://t.co/FRRoRgubaO"
238,More!  This is how the tyranny ends!!
239,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
240,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
241,RT @bfishbfish: I mean idk maybe some of the cops could have worn masks if they were so worried https://t.co/MDwIRT1FHA
242,"9 exposure events across #bced yesterday.
https://t.co/mfobByEYPt

If you're wondering why we're still getting notifications 11 days after school ended for the holidays, contact tracing is at least 11 days behind, making contact tracing almost worthless.  @JM_Whiteside #covid19 https://t.co/HVd440u9fU"
243,"RT @aproko_doctor: Please protect yourself,
COVID19 is sweeping through the city

Please, protect yourself. You're not as immune as you thi…"
244,#China is absolutely determined to bury the truth about what happened in #Wuhan at the height of the #coronavirus epidemic. Why? #COVID19 #CCP #CCPChina @newsmax @JohnnyTabacco
245,"C'mon - the WHOLE fucking thing is BULLSHIT.

The ""virus"" is no worse than the flu (get some HCQ+Zinc into you).
Masks KILL
Distance kills relationships.
Everything these c***suckers mandate is VERY bad for us.
Take a STAND.

https://t.co/d3lVMcu3af"
246,"Due to COVID19 I’ll be blessing the first 450 people to like &amp; retweet this $500 - $3500 through CashApp, Venmo , Apple Pay and Zelle💖 https://t.co/FRRoRgubaO"
247,Please donate if you can. We all need help right now and COVID is cruel and unmerciful.
248,"Dear @BTS_twt Tae, Happy 25th Birthday!
Thank you for opening up about your experience with burnout &amp; depression via ‘Blue &amp; Grey’ &amp; for thanking white angels, #healthworkers, who have been working hard &amp; fighting #COVID19 - with ‘Snow Flower’.

#HappyBirthdayTaehyung https://t.co/M8KxTqWmzF"
249,"Due to COVID19 I’ll be blessing the first 450 people to like &amp; retweet this $500 - $3500 through CashApp, Venmo , Apple Pay and Zelle💖 https://t.co/FRRoRgubaO"
250,"So to recap: Despite ongoing advisory, public messaging against it, Phillips originally said had he known there'd be a province-wide lockdown come Dec.26, he would've cancelled, to now apologizing after Ford ripped him, but let's him stay in cabinet. #onpoli #cdnpoli"
251,"Friends in health care, ❤️ or RT if you’ve had a HCW friend/colleague/self get infected since the first #SARSCoV2 #vaccine was granted emergency use auth in the US on Dec 11. I personally know &gt; a dozen now. We have 2 vaccines under EUA. Rollout needs to speed up ASAP. #COVID19"
252,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
253,"More than 350k LA County residents have tested positive for #COVID19 in the past month. 

On Nov. 29, the total was at 395,843. 
Today, @lapublichealth puts the total at 746,089 (not incl the cases reported this afternoon by Pas and LBC, which have their own health depts)"
254,"To relieve the workload of the extremely overextended hospital staff in ICUS across America,  @elonmusk has distributed an army of dancing robots to help battle covid19."
255,"Dear @BTS_twt Tae, Happy 25th Birthday!
Thank you for opening up about your experience with burnout &amp; depression via ‘Blue &amp; Grey’ &amp; for thanking white angels, #healthworkers, who have been working hard &amp; fighting #COVID19 - with ‘Snow Flower’.

#HappyBirthdayTaehyung https://t.co/M8KxTqWmzF"
256,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
257,RT @Jim_Jordan: #COVID19 didn’t close churches. Government did.
258,RT @dhaikilokatweet: new strain be like https://t.co/DSUvMeFtwm
259,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
260,"Here we go again... you do realize, NONE of this is going to end unless we stand up right? This ends when we say it ends!"
261,RT @snehamordani: Kerala continues to mind boggle. Accounts for almost 24% of the cases in the country #COVID19
262,"My plan for beating #covid19 after watching this pandemic for one year? Easy: Test like a Korean, track and trace like a Singaporean, sequence like a Brit, crush the curve like a New Zealander, vaccinate like an Israeli - and behave like a human being..."
263,"Hey .@senatemajldr you need to watch this tweet, because it's going to go #viral by Americans who need you to pass the $2,000 #Covid19 survivors check.
We need help.
No Debate.
No filibuster.
Just pass it now.
Comment, Like and R/T."
264,"@Milhouse_Van_Ho @globalnews As per @CTVNews mid Nov. total deaths outside a care home=166. Total deaths 10,947 &amp; Long Term Care Home deaths 10,781. Def. a nursing home crisis &amp; is common with other types of flu.  So many of us living longer &amp; with health issues, so no surprise so many vulnerable to #COVID19 https://t.co/sJiojVetTl"
265,"Where are you reporting from, Christine?"
266,I coughed in HEB and everyone looked at me like I was the Elephant man. #COVID19 #pandemic #wth #eatmigos #SanAntonio #heb
267,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
268,"Since the vaccine rollout 2 weeks ago, way more people have been diagnosed with #COVID19 than were vaccinated against it.

The stated goal of vaccinating 20 million by years end definitely won’t happen. In fact, at this rate, it would take years to vaccinate enough Americans...🧵"
269,"I was in #Wuhan during lockdown. You know what real journalists did there? We were helping patients go to hospitals, we interviewed medics, asked what they need, what patients need, &amp; sent the words out, let them tell their stories so ppl outside know what was happening.#COVID19 https://t.co/AxfnVdqLSF"
270,"Breaking: UK #COVID19 new strain found in #Colorado #USA 
#CNN #ABC #CBS #NBC #FOX #NYTimes"
271,"Due to COVID19 I’ll be blessing the first 450 people to like &amp; retweet this $500 - $3500 through CashApp, Venmo , Apple Pay and Zelle💖 https://t.co/FRRoRgubaO"
272,Not the fact on the ground everywhere. #roadtrip through Maharashtra reveals otherwise.
273,RT @Greenpeace: This 👇
274,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
275,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
276,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
277,RT @ANI: #COVID19: Total 20 UK returnees to India have tested positive for the new COVID strain so far
278,"I will fight this. 😡

This makes me sick to my stomach watching a disabled VETERAN, who served our country, does NOT have #COVID19, and gets arrested for not wearing a USELESS mask!!! 

Over 99% of people under 65 easily get over COVID!

Wake up and STOP the insanity! https://t.co/TqWMQkF9Wg"
279,"NEW VIDEO OUT!!!- How to get a stronger mind.
https://t.co/6yXMvCo18L
#fullmoon 
#earthquake 
#COVID19 
#CheezIt 
#HAPPYVDAY 
#HappyBirthdayTaehyung 
#공방쉽니다_슈아사장님_생일이라서요  
#HappyTaehyungDay 
#fearwomen 
#MiamiHurricanes
#COVIDIOT
#MasumlarApartmani 
#SoulMovie"
280,@thehill Really Kelly? Trump thinks they are idiots for placing themselves in harm’s way Thinks they should go back to fighting with WW2 weapons. Won’t listen to Intelligence reports. Let’s them die of #COVID19
281,RT @ANI: #COVID19: Total 20 UK returnees to India have tested positive for the new COVID strain so far
282,"#COVID19: Total 20 #UK returnees to #India have tested positive for the new COVID strain so far.
#CoronavirusStrain 
#NewCovidStrain"
283,"BREAKING: First healthcare worker in Singapore receives the Pfizer-BioNTech COVID19 vaccine. NCID senior staff nurse Sarah Lim, 46, is as frontline as it gets - she’s involved in screening suspect cases. @ChannelNewsAsia https://t.co/DCzDBXGCuT"
284,RT @tracybeanz: This will NEVER END. The only way this ends is if the people take back their power. Start being free.
285,The MOST important thing that can be done right now is vaccinations... so why is NJ so slow? It’s a disgrace
286,RT @drdagly: Knowing that there is an effective vaccine out there now makes every #COVID19 death even more agonizing. 😔
287,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
288,Southern California Region’s ICU capacity continues to be below 15 percent. The State of California’s Stay-at-Home order will remain in place for Orange County. For more: https://t.co/VuMWUACPRX and https://t.co/Y6ifOat5Qo.
289,"More than 350k LA County residents have tested positive for #COVID19 in the past month. 

On Nov. 29, the total was at 395,843. 
Today, @lapublichealth puts the total at 746,089 (not incl the cases reported this afternoon by Pas and LBC, which have their own health depts)"
290,"😳HOLY SNOT!

@newsmax is now claiming that Corona is causing mental illness!

🤔 Guess what’s coming down the pike?

Obey or be committed. I’m not kidding.🤬"
291,"Here’s the math: If the goal is to reach 80% of Americans vaccinated with a 2-dose #covid19 vaccine, it will take 10 years at our current pace. We are at 1 million vaccinations a week. To get to herd immunity by June 2021, we need to be at 3.5 million vaccinations a day. https://t.co/E78e0xg10z"
292,"@SaharAmarir @muwasala @habibalienglish @ostadjaan @YasirQadhi @omarsuleiman504 @ashoswai @CMC_Cambridge @usuliinstitute @JavedGhamidi @sh_hamzayusuf @mendcommunity @5Pillarsuk @FarazRabbani @SeekersGuidance @TariqRamadan @UK_CAGE @mehdirhasan @AJEnglish @The_NewArab @truthjihad @KhaledBeydoun @ImranKhanPTI @officialknow1 @GhamidiCIL @ShehzadSaleem8 @cjwerleman @RimSarah @Kh_fadl @yvonneridley @DrLeonardColdw1 @zoeharcombe @simondolan @AhmadThomson @MuftiAbuLayth @KabirHelminski @Fatikr @asadowaisi @GeelaniOfficial @CRG_CRM @DrChrisNorthrup @ZaidZamanHamid @BusyDrT @dockaurG @CraigCons @PressTV Small businesses are already adversely affected.

Next: Collapse of the International Monetary System:

Preparing For The Post Virus World

Sh Imran Hosein

https://t.co/H51AdYNTMg

#coronavirus #COVID19 #Money #Economy #Eco #Village"
293,"@jbcube @srazqr @jasiel11111 @KenDavi80404473 @TrueNPatriot @DanAuito @BeJay31688996 @BBantucci @misshazelleyes @FulmerMicheal @ProfMelonhead2 @VincentCrypt46 @SnowWhite7IAM @SanJuanBill70 @BobRoon12515016 @ValiantThor12 @boostmyfuel @IiGoose @mntcol @striderraven1 @kennedy_bouvier @doqholliday @TrumperWavin @StarsPleiades @GoosesOtherHalf @cjtruth @WhitestoneArt @DisciplinedSoul @SchuggaJoy @aDeo_creata_est @elenochle @FREEDPeacock10 @John_F_Kennnedy @Q_2_B_FREE @airforcemomof4 @0Queb2 @FLOTUS @Okiefrommuskog2 @PetahJane @SSG_PAIN @QBEARPATRIOT @Qtah17 @ReginaT01716957 @RuneofArt @Stars4P @AWISHNSTAR2 @VeteransAlways_ @thebradfordfile @stormis_us @BruceVeloor 😍Nice Corona
Above and Below
Nice Pic!!"
294,RT @joshmich: Visual approximation of US government support and planning for #covid19 vaccines to date https://t.co/p5eWuRzMI4
295,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
296,"130 years after the massacre at Wounded Knee, we are reminded of our ancestors' struggles for tribal sovereignty. Today, we still see the effects of systemic inequality that have plagued Native communities for hundreds of years in the disproportionate impact of #COVID19."
297,"Man gets told he tested positive for #Covid19, despite having never been tested. 

Just one, out of thousands of such instances.

Pls Rt https://t.co/geb1gxjChu"
298,"Dear @BTS_twt Tae, Happy 25th Birthday!
Thank you for opening up about your experience with burnout &amp; depression via ‘Blue &amp; Grey’ &amp; for thanking white angels, #healthworkers, who have been working hard &amp; fighting #COVID19 - with ‘Snow Flower’.

#HappyBirthdayTaehyung https://t.co/M8KxTqWmzF"
299,".@ava highlights a key stat cited in a compelling @propublica article. As authors @akjohnson1922 &amp; @ByNinaMartin note, the stat is from our #ColorOfCoronavirus project. 

We also found a #COVID19 death rate of 1 in 750 among Indigenous Americans

More: https://t.co/Ik4Of84PPA"
300,"130 years after the massacre at Wounded Knee, we are reminded of our ancestors' struggles for tribal sovereignty. Today, we still see the effects of systemic inequality that have plagued Native communities for hundreds of years in the disproportionate impact of #COVID19."
301,This should be a hair-on-fire crisis and any governor who lets vaccine doses expire rather than get them out the door should be thrown in prison for negligent homicide.
302,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
303,"RT @BillHagertyTN: President @realDonaldTrump has worked tirelessly to combat #COVID19.

RT to thank him!"
304,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
305,"Heck of a press conf by Health Min @shandro. Looks like 15 mins of spin on how great the UCP gov response to COVID19. This, despite a new poll out today showing AB pubic deeply dissatisfied with this gov &amp; empirically a pretty poor pandemic record #AbLeg"
306,RT @johnrose_VA: oh man https://t.co/JT4zqeYNIl
307,"@robinmonotti ""Safe &amp; Effective""

https://t.co/eS4h7sYbj1"
308,RT @joshmich: Visual approximation of US government support and planning for #covid19 vaccines to date https://t.co/p5eWuRzMI4
309,"Sorry but it smells really rotten that Colorado happened to find the first #covid19 variant case in rural Colorado in a 20 year old without any travel history.
Something isn’t right on the Elbert County #covid19 variant story.
#covid19Colorado"
310,"@RickABright Mr. Bright, thank you for your service. You’re an outstanding human being and I’m so happy you’re in Biden’s Corona virus board. Please don’t  forget my brothers and sister veterans that are in Va hospitals for the vaccine. I haven’t heard them mentioned. Ty again."
311,"Sant Shri Asharamji Bapu has told us the glory of our eternal culture. Today, due to Corona virus, the entire world is following the same path. 
#Resolution2021_FollowVedicDharma"
312,RT @nathanmhansen: The hypocrisy of these people knows no bounds.
313,You can't spend billions of taxpayer's money trying to control a pandemic in Ontario from a beach somewhere. People are still dying. Thousands of seniors haven't seen their families for months. I don't know how @RodPhillips01 or @fordnation thinks this is ok #COVID19
314,"For #Florida #COVID19 data today...

+12,075 cases (1.29 million total)
+105 deaths reported (21,718 total)
-17,117 vaccinated (146,160 total).

New ppl tested pos. at 26.9%
Total % pos. at 26.3%
""Fake"" % pos. at 22%!

Hospitalizations jumped to 6,300 today.
Data oddities abound."
315,@Rocketlollie @and_says_ @waitrose My favourite troll to date James.. so much kindness in your heart towards supermarket workers 100s of trolling tweets to protect them all genuine non paid heart felt love hey??@waitrose #COVID19 shame on Waitrose for this behaviour..
316,"The chief of the Presidential Security Group admits that some members of the PSG had been vaccinated with a coronavirus vaccine and that it was under his ""command"" to have them immunized with an unregistered #COVID19 drug. https://t.co/ApslxCOy8O"
317,Someone please help me understand how new Covid virus strain has been isolated &amp; identified. The main #Covid19 virus strain has not been isolated except for a small no. of DNA pairs. The new mRNA Vax installs a spike protein that becomes the target of our immune-response system.
318,"BREAKING—First case of highly infectious coronavirus variant detected in Colorado—a male in his 20s who is currently in isolation in Elbert County &amp; has **no travel history**, says office of Gov. Jared Polis.

➡️Community transmission is bad news. #COVID19 https://t.co/2TIIr9NmDs"
319,"RT @GrahamLedger: Yawn...  nobody cares, nobody’s listening. Live your life. Ignore the Marxist.  #COVID19   https://t.co/2tKTKixyVI"
320,"RT @GrahamLedger: Yawn...  nobody cares, nobody’s listening. Live your life. Ignore the Marxist.  #COVID19   https://t.co/2tKTKixyVI"
321,Hand Raised. Sadly not enough people in the #StayHome mode in Ontario.  #onted
322,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
323,"Dear @BTS_twt Tae, Happy 25th Birthday!
Thank you for opening up about your experience with burnout &amp; depression via ‘Blue &amp; Grey’ &amp; for thanking white angels, #healthworkers, who have been working hard &amp; fighting #COVID19 - with ‘Snow Flower’.

#HappyBirthdayTaehyung https://t.co/M8KxTqWmzF"
324,"@devangee_dabhi Our Sanatan culture always gives life safe and high life style, the biggest proof of this is that foreigners also started following our Indian culture to avoid epidemics like Corona period.

#Resolution2021_FollowVedicDharma"
325,"RT @SenatorBenson: Seriously @ADMN_Minnesota?
You gave a permit in violation of an EO. 

#OneMinnesota ? https://t.co/gQjFatVvYU"
326,"The coronavirus aka covid-19
It's now covid something else
It has mutated 
look into your hands those are the only hands you can trust"
327,"14/ Here are the hospitalizations for all Influenza Like Illnesses in Canada. 2020 hospitalizations are significantly lower compared to the last 6 years

#COVID19 #Coronavirus #lockdown #science #data #Canada #Ontario #cdnpoli #onpoli #virus #seasonality https://t.co/Y7dNbvm0HB"
328,"Under the authoritarian rule of Trump, a 90-year-old veteran lies dying of #COVID19  in the hospital. 

He needs the treatment Trump got.

But he can't get it.

 https://t.co/q4OLobxxPm via @UnionLeader"
329,"15/ This graph shows Emergency Department visits for respiratory illnesses in Ontario. As you can see, 2020 has significantly lower visits to the Emerge dept. compared to the last 4 years

#COVID19 #Coronavirus #lockdown #science #data #Canada #Ontario #cdnpoli #onpoli #virus https://t.co/NadgiX0nU1"
330,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
331,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
332,"Dear @BTS_twt Tae, Happy 25th Birthday!
Thank you for opening up about your experience with burnout &amp; depression via ‘Blue &amp; Grey’ &amp; for thanking white angels, #healthworkers, who have been working hard &amp; fighting #COVID19 - with ‘Snow Flower’.

#HappyBirthdayTaehyung https://t.co/M8KxTqWmzF"
333,"RT @prdthailand: Public Encouraged to Download Mor Chana App to Trace #COVID19 Infections  

https://t.co/QlkOvY4oYK"
334,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
335,RT @Photospice: More than 500 journalists and media workers have died from #COVID19 https://t.co/q7nvlS1L4U
336,RT @Lailaelsharkawy: I love how Egyptians invented the word ‘mekarwen’ for people that have corona
337,"This is devastating news. I am heart broken for Luke’s family, friends, and the people of Louisiana. Luke was an incredible person and leader. It was an honor to call him a friend."
338,"Sant Shri Asharamji Bapu has told us the glory of our eternal culture. Today, due to Corona virus, the entire world is following the same path. 
#Resolution2021_FollowVedicDharma"
339,"Dear @BTS_twt Tae, Happy 25th Birthday!
Thank you for opening up about your experience with burnout &amp; depression via ‘Blue &amp; Grey’ &amp; for thanking white angels, #healthworkers, who have been working hard &amp; fighting #COVID19 - with ‘Snow Flower’.

#HappyBirthdayTaehyung https://t.co/f81YOctNjm https://t.co/M8KxTqWmzF"
340,"Meet Bill #Gates And The Serial Killer Within

Watch #BillGates celebrate #depopulation and #vaccines in this powerful compilation that compares him to infamous #serialkillers!

https://t.co/ILYntAQEB0

#QAnon2018 #QAnon2020
#COVID19 #CDC #WHO https://t.co/TLGJsWd25c"
341,"Here's a crazy idea Mitch McConnell, if the country can't afford  $2000 #StimulusBill, how about don't give billions of dollars to foreign Military aide. If they are real allies of ours, they would understand that our people are suffering through this #COVID19 pandemic."
342,Got my #CovidVaccine today 💉 @ChooseMemorial Time for everyone to roll up their sleeves and get a shot in the arm. It’s the only way to end this 🦠 pandemic @willsuh76 @Atul_Gawande @EricTopol @CDCgov
343,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
344,"#CloseSchoolsNOW
oh no you can’t leave the house but sure! go to school and mix with 1-2k people from different households! that will cure corona!!!! https://t.co/pQ8G3bUswC"
